,Unnamed: 0,content,data,like,place,tags,kor_nouns
38,38,"┏▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀┓╱⃟⚪҉͡🍃안녕하세요!  ƑℭℭIᎥɳꁅ นP̾ᱝ►⃟💙ཽ҉˚ྀꦿ꧂ 경주 샵앤플렛(𝖘𝖍𝖆𝖗𝖕.𝖓𝖋𝖑𝖆𝖙)풀빌라펜션 입니다.저희 샵앤플렛 풀빌라펜션의 전객실 에서는 넓고 푸른 동해바다를 볼 수 있으며 광활하게 펼쳐지는 자연의 아름다움을 느낄 수 있음은 물론, 이국적인 풍경을 자아내 낭만적인 분위기를 더해준답니다.┗▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄┛┏▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀┓╱⃟💙ᭂ҉͡🍃샵앤플렛 풀빌라 펜션의 인피니티 수영장은 깨끗한 신수가 24시간 공급되는 시스템으로 동절기30도와34도의 미온수선택 결제로 입실내내 시간제한과 추가미온수 요금없이 퇴실하실때 까지 동해바다의 일출과 일몰을 감상하시며 물놀이를 즐기실수 있습니다.┗▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄┛┏▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀┓╱⃟💙ᭂ҉͡🍃세련된 객실 인테리어를 자랑하는 객실 내부에는 전객실 스파 시설이 갖춰져 있어 하루의 피로를 풀 수 있고, 1층과3층 인피니티 온수 수영장의 하늘그네와 천상의문 포토존은 인생샷!을 남기시기 충분합니다.┗▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄┛┏▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀┓╱⃟💙ᭂ҉͡🍃환상적인 동해바다 오션뷰 샵앤플렛 풀빌라펜션 의 시설은 ‘힐링 여행’을 선물해 드립니다. 더불어 대형 스마트벽걸이와 천정형 에어컨은, 무료 와이파이와 올레TV가 설치되어 있어 여행지에서의 불편함을 최소화했으며샵앤플렛풀빌라펜션을 방문했던 여행고객님들의 높은 만족도를 보이고 있답니다.┗▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄┛┏▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀┓╱⃟💙ᭂ҉͡🍃샵앤플렛 풀빌라펜션은 대중교통을 이용하는 손님을 위해 사전 예약 하에 감포 터미널에서부터 펜션까지 픽업하는 서비스를 운영 중이랍니다.탁트인 오션뷰를 바라보며 휴가를 즐길수 있는 샵앤플렛 풀빌라에서 좋은추억 많이 만들어 가실길 바랍니다!감사합니다.┗▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄┛██▄◣예약문의 0507-1441-5679██▀◤홈페이지 http://www.sharpnflat.co.kr#경주펜션#경주풀빌라#대구맘#비키니 #경주스파펜션#경주애견펜션#경주애견동반펜션#경주펜션추천#경주풀빌라추천#경주숙소#졸업여행#경주가볼만한곳#경주커플여행#경주예쁜펜션#포항맘#겨울여행#일상#코로나#국내풀빌라#울산맘#서울맘#경주맘#부산맘#국내여행#모델#데일리",2021-01-22,좋아요,,"['#경주펜션', '#경주풀빌라', '#대구맘', '#비키니', '#경주스파펜션', '#경주애견펜션', '#경주애견동반펜션', '#경주펜션추천', '#경주풀빌라추천', '#경주숙소', '#졸업여행', '#경주가볼만한곳', '#경주커플여행', '#경주예쁜펜션', '#포항맘', '#겨울여행', '#일상', '#코로나', '#국내풀빌라', '#울산맘', '#서울맘', '#경주맘', '#부산맘', '#국내여행', '#모델', '#데일리']","['경주', '샵앤플렛', '풀', '빌라', '펜션', '샵앤플렛', '풀', '빌라', '펜션', '객실', '푸른', '동해', '바다', '볼', '자연', '움', '음', '국적', '풍경', '낭만', '분위기', '샵앤플렛', '풀', '빌라', '펜션', '인피니티', '수영장', '신수', '공급', '시스템', '절기', '도의', '미온수', '선택', '결제', '입실', '내내', '시간제', '한과', '미온수', '요금', '퇴', '동해', '바다', '일출', '일몰', '감상', '물놀이', '객실', '인테리어', '자랑', '객실', '내부', '객실', '스파', '시설', '하루', '피로', '풀', '층', '층', '인피니티', '온수', '수영장', '하늘', '그네', '천상', '의문', '포토', '존', '인생', '샷', '환상', '동해', '바다', '오션', '뷰', '샵앤플렛', '풀', '빌라', '펜션', '시설', '여행', '선물', '대형', '스마트', '벽', '걸이', '천정', '에어컨', '와이파이', '올레', '설치', '여행지', '최소', '샵앤', '렛풀', '빌라', '펜션', '방문', '여행', '만족도', '보이', '샵앤플렛', '풀', '빌라', '펜션', '대중교통', '이용', '손님', '사전', '감포', '터미널', '펜션', '픽업', '서비스', '운영', '중이', '랍니', '탁트인', '오션', '뷰', '휴가', '샵앤플렛', '풀', '빌라', '추억', '홈페이지', '경주', '펜션', '경주', '풀', '빌라', '대구', '비키니', '스파', '펜션', '애견', '펜션', '애견', '펜션', '경주', '펜션', '경주', '풀', '빌라', '경주', '숙소', '졸업여행', '경주', '곳', '경주', '커플', '여행', '경주', '펜션', '포항', '겨울', '여행', '코로나', '국내', '풀', '빌라', '울산', '서울', '경주', '부산', '국내', '여행', '모델', '일리']"
39,39,2020이 있긴했나....?.....#첫줄 #첫줄안녕#2020 #팬데믹 #코로나#이젠 #2021 #화이팅 #불금 #끄적끄적,2021-01-22,좋아요 6개,,"['#첫줄', '#첫줄안녕', '#2020', '#팬데믹', '#코로나', '#이젠', '#2021', '#화이팅', '#불금', '#끄적끄적']","['안녕', '팬데믹', '코로나', '젠', '화이팅']"
40,40,헤르츠 뮤직스튜디오#헤르츠뮤직스튜디오 #남부터미널 #연습실 #서초동 #예술의전당#코로나 #소독 #손씻기 #피아노 #상태 #최상급#월수금 #대청소 #청소의 신#연세대학교 #입시촬영 #3주째 #12시퇴근#귀가 #구아방 #주차테러저희 헤르츠 뮤직스튜디오는 내일도 최선을 다 하겠습니다~!,2021-01-22,좋아요 1개,,"['#헤르츠뮤직스튜디오', '#남부터미널', '#연습실', '#서초동', '#예술의전당', '#코로나', '#소독', '#손씻기', '#피아노', '#상태', '#최상급', '#월수금', '#대청소', '#청소의', '#연세대학교', '#입시촬영', '#3주째', '#12시퇴근', '#귀가', '#구아방', '#주차테러저희']","['헤르츠', '뮤직', '스튜디오', '헤르츠', '뮤직', '스튜디오', '남부', '터미널', '연습실', '서초동', '예술의전당', '코로나', '소독', '손씻기', '피아노', '상태', '최상급', '수금', '청소', '청소', '신', '연세대학교', '입시', '퇴근', '귀가', '방', '주차', '헤르츠', '뮤직', '스튜디오', '내일', '최선']"
41,41,"┏▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀┓╱⃟⚪҉͡🍃안녕하세요!  ƑℭℭIᎥɳꁅ นP̾ᱝ►⃟💙ཽ҉˚ྀꦿ꧂ 경주 샵앤플렛(𝖘𝖍𝖆𝖗𝖕.𝖓𝖋𝖑𝖆𝖙)풀빌라펜션 입니다.저희 샵앤플렛 풀빌라펜션의 전객실 에서는 넓고 푸른 동해바다를 볼 수 있으며 광활하게 펼쳐지는 자연의 아름다움을 느낄 수 있음은 물론, 이국적인 풍경을 자아내 낭만적인 분위기를 더해준답니다.┗▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄┛┏▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀┓╱⃟💙ᭂ҉͡🍃샵앤플렛 풀빌라 펜션의 인피니티 수영장은 깨끗한 신수가 24시간 공급되는 시스템으로 동절기30도와34도의 미온수선택 결제로 입실내내 시간제한과 추가미온수 요금없이 퇴실하실때 까지 동해바다의 일출과 일몰을 감상하시며 물놀이를 즐기실수 있습니다.┗▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄┛┏▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀┓╱⃟💙ᭂ҉͡🍃세련된 객실 인테리어를 자랑하는 객실 내부에는 전객실 스파 시설이 갖춰져 있어 하루의 피로를 풀 수 있고, 1층과3층 인피니티 온수 수영장의 하늘그네와 천상의문 포토존은 인생샷!을 남기시기 충분합니다.┗▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄┛┏▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀┓╱⃟💙ᭂ҉͡🍃환상적인 동해바다 오션뷰 샵앤플렛 풀빌라펜션 의 시설은 ‘힐링 여행’을 선물해 드립니다. 더불어 대형 스마트벽걸이와 천정형 에어컨은, 무료 와이파이와 올레TV가 설치되어 있어 여행지에서의 불편함을 최소화했으며샵앤플렛풀빌라펜션을 방문했던 여행고객님들의 높은 만족도를 보이고 있답니다.┗▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄┛┏▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀┓╱⃟💙ᭂ҉͡🍃샵앤플렛 풀빌라펜션은 대중교통을 이용하는 손님을 위해 사전 예약 하에 감포 터미널에서부터 펜션까지 픽업하는 서비스를 운영 중이랍니다.탁트인 오션뷰를 바라보며 휴가를 즐길수 있는 샵앤플렛 풀빌라에서 좋은추억 많이 만들어 가실길 바랍니다!감사합니다.┗▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄┛██▄◣예약문의 0507-1441-5679██▀◤홈페이지 http://www.sharpnflat.co.kr#경주펜션#경주풀빌라#대구맘#비키니 #경주스파펜션#경주애견펜션#경주애견동반펜션#경주펜션추천#경주풀빌라추천#경주숙소#졸업여행#경주가볼만한곳#경주커플여행#경주예쁜펜션#포항맘#겨울여행#일상#코로나#국내풀빌라#울산맘#서울맘#경주맘#부산맘#국내여행#모델#데일리",2021-01-22,좋아요 1개,,"['#경주펜션', '#경주풀빌라', '#대구맘', '#비키니', '#경주스파펜션', '#경주애견펜션', '#경주애견동반펜션', '#경주펜션추천', '#경주풀빌라추천', '#경주숙소', '#졸업여행', '#경주가볼만한곳', '#경주커플여행', '#경주예쁜펜션', '#포항맘', '#겨울여행', '#일상', '#코로나', '#국내풀빌라', '#울산맘', '#서울맘', '#경주맘', '#부산맘', '#국내여행', '#모델', '#데일리']","['경주', '샵앤플렛', '풀', '빌라', '펜션', '샵앤플렛', '풀', '빌라', '펜션', '객실', '푸른', '동해', '바다', '볼', '자연', '움', '음', '국적', '풍경', '낭만', '분위기', '샵앤플렛', '풀', '빌라', '펜션', '인피니티', '수영장', '신수', '공급', '시스템', '절기', '도의', '미온수', '선택', '결제', '입실', '내내', '시간제', '한과', '미온수', '요금', '퇴', '동해', '바다', '일출', '일몰', '감상', '물놀이', '객실', '인테리어', '자랑', '객실', '내부', '객실', '스파', '시설', '하루', '피로', '풀', '층', '층', '인피니티', '온수', '수영장', '하늘', '그네', '천상', '의문', '포토', '존', '인생', '샷', '환상', '동해', '바다', '오션', '뷰', '샵앤플렛', '풀', '빌라', '펜션', '시설', '여행', '선물', '대형', '스마트', '벽', '걸이', '천정', '에어컨', '와이파이', '올레', '설치', '여행지', '최소', '샵앤', '렛풀', '빌라', '펜션', '방문', '여행', '만족도', '보이', '샵앤플렛', '풀', '빌라', '펜션', '대중교통', '이용', '손님', '사전', '감포', '터미널', '펜션', '픽업', '서비스', '운영', '중이', '랍니', '탁트인', '오션', '뷰', '휴가', '샵앤플렛', '풀', '빌라', '추억', '홈페이지', '경주', '펜션', '경주', '풀', '빌라', '대구', '비키니', '스파', '펜션', '애견', '펜션', '애견', '펜션', '경주', '펜션', '경주', '풀', '빌라', '경주', '숙소', '졸업여행', '경주', '곳', '경주', '커플', '여행', '경주', '펜션', '포항', '겨울', '여행', '코로나', '국내', '풀', '빌라', '울산', '서울', '경주', '부산', '국내', '여행', '모델', '일리']"
42,42,다시하믄되지언젠가부터 자기애 최강이고초긍정이었던내가다잘할수있을거라 믿던내가자존감과 자기애가 바닥을치고 내가할수있나 못할거야 나되게별로다난안돼 이럼서다하기시러졋었는데 다시돌아가야겠다몸말고 마음가짐 정신건강🙇🏻‍♀️다 ㅈ밥으로보자 다 ㅈ밥이야!!!내가짱이다 ㅋㅋㅋㅋㅋ #나를사랑합시다#아무리생각해도그때부터야#사람은가려만나는걸로,2021-01-22,좋아요 29개,,"['#나를사랑합시다', '#아무리생각해도그때부터야', '#사람은가려만나는걸로']","['자기애', '최강', '고초', '긍정', '자존감', '자기애', '바닥', '별로', '다난', '안', '졋었', '몸', '마음가짐', '정신건강', '밥', '밥', '짱', '사랑', '해도', '사람', '는걸']"
43,43,정말 힘든 가정보육😂에그타르트 먹고 힘내기! #원피스맛집 #여자쇼핑몰 #20대쇼핑몰 #30대쇼핑몰 #40대쇼핑몰 #이쁜쇼핑몰 #데일리룩 #등하원룩 #시오나마켓#딸딸맘 #5살 #3살 #코로나,2021-01-22,좋아요 2개,,"['#원피스맛집', '#여자쇼핑몰', '#20대쇼핑몰', '#30대쇼핑몰', '#40대쇼핑몰', '#이쁜쇼핑몰', '#데일리룩', '#등하원룩', '#시오나마켓', '#딸딸맘', '#5살', '#3살', '#코로나']","['정말', '가정', '보육', '에그타르트', '원피스', '맛집', '쇼핑몰', '쇼핑몰', '쇼핑몰', '쇼핑몰', '쇼핑몰', '일리', '하원', '시오', '마켓', '딸딸맘', '코로나']"
44,44,"#카페 #들어온지20분 ,,,,,#30분 #후 #나가야돼 #ㅠㅠ #공부스타그램",2021-01-22,조회 6회,,"['#카페', '#들어온지20분', '#30분', '#후', '#나가야돼', '#ㅠㅠ', '#공부스타그램']","['카페', '나가야', '공부', '스타']"
45,45,".#유어바디배방점 불금🔥 어깨운동~~토,일 항상 열려있습니다!!운동하러오세요^^문의 544-6132 카톡 kjg0994 #유어바디 #천안헬스 #아산헬스 #배방헬스 #탕정헬스 #신불당헬스장 #20대 #30대 #일상 #다이어트 #헬창 #헬린이 #바디프로필 #식단 #운동하는여자 #운동하는남자 #선팔하면맞팔 #아산맛집 #아산카페 #운동맛집 #몸스타그램 #헬스타그램 #운동스타그램 #럽스타그램 #운동은사랑 #코로나 #이기는헬스장",2021-01-22,좋아요 18개,,"['#유어바디배방점', '#유어바디', '#천안헬스', '#아산헬스', '#배방헬스', '#탕정헬스', '#신불당헬스장', '#20대', '#30대', '#일상', '#다이어트', '#헬창', '#헬린이', '#바디프로필', '#식단', '#운동하는여자', '#운동하는남자', '#선팔하면맞팔', '#아산맛집', '#아산카페', '#운동맛집', '#몸스타그램', '#헬스타그램', '#운동스타그램', '#럽스타그램', '#운동은사랑', '#코로나', '#이기는헬스장']","['유', '바디', '배', '방점', '어깨', '운동', '토', '항상', '운동', '카톡', '유', '바디', '천안', '헬스', '아산', '헬스', '배방', '헬스', '탕정헬스', '불당', '헬스장', '다이어트', '헬창', '헬린', '바디', '프로필', '식단', '운동', '운동', '남자', '아산', '맛집', '아산', '카페', '운동', '맛집', '몸', '스타', '헬', '스타', '운동', '스타', '럽', '스타', '운동', '사랑', '코로나', '헬스장']"
46,46,코로나야 언능 잠잠해져라...언니 출근좀하자...답답하다 답답해...ㅠㅠ#코로나#복귀하고싶다##개짜증#우울하다#,2021-01-22,좋아요 2개,,"['#코로나', '#복귀하고싶다', '#개짜증', '#우울하다']","['코로나', '언니', '출근', '하자', '코로나', '복귀', '개', '짜증']"
47,47,#재미나게#안전하게#합니다#코로나#걱정마시고#오세요#1인칭#스파링#영상,2021-01-22,조회 14회,,"['#재미나게', '#안전하게', '#합니다', '#코로나', '#걱정마시고', '#오세요', '#1인칭', '#스파링', '#영상']","['재미나', '코로나', '인칭', '스파링', '영상']"
